17.0094 	INFO 	Loaded monitor calibration from ['2024_12_17 11:56']
17.2098 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x15c8381c0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x15c838280>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x15b807340>, multiSample=False, name='window1', numSamples=2, pos=[276.0, 139.0], screen=0, size=array([1600, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.2099 	EXP 	window1: backgroundImage = ''
17.2099 	EXP 	window1: backgroundFit = 'none'
17.2207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2212 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2217 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2223 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2235 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2244 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2247 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2253 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2261 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2278 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2281 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2286 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2296 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2302 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2306 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2316 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2320 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2326 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2328 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2330 	DEBUG 	Uploading Texture Font fontname to graphics card
17.2358 	DEBUG 	Upload of Texture Font fontname complete
17.2417 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2422 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.2424 	DEBUG 	Uploading Texture Font fontname to graphics card
17.2441 	DEBUG 	Upload of Texture Font fontname complete
17.9678 	INFO 	keyboard.Keyboard is using ptb backend.
