13.5124 	INFO 	Loaded monitor calibration from ['2024_12_17 11:56']
13.6544 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x16004ac50>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x16004b070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x160414fd0>, multiSample=False, name='window1', numSamples=2, pos=[276.0, 139.0], screen=0, size=array([1600, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.6544 	EXP 	window1: backgroundImage = ''
13.6544 	EXP 	window1: backgroundFit = 'none'
13.6605 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6613 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6639 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6643 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6650 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6656 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6667 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6673 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6682 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6691 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6703 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6723 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6729 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6731 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6732 	DEBUG 	Uploading Texture Font fontname to graphics card
13.6757 	DEBUG 	Upload of Texture Font fontname complete
13.6795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6803 	DEBUG 	Uploading Texture Font fontname to graphics card
13.6820 	DEBUG 	Upload of Texture Font fontname complete
14.1966 	INFO 	keyboard.Keyboard is using ptb backend.
14.3806 	INFO 	keyboard.Keyboard is using ptb backend.
14.5509 	INFO 	keyboard.Keyboard is using ptb backend.
14.7214 	INFO 	keyboard.Keyboard is using ptb backend.
14.8937 	INFO 	keyboard.Keyboard is using ptb backend.
15.0649 	INFO 	keyboard.Keyboard is using ptb backend.
15.2352 	INFO 	keyboard.Keyboard is using ptb backend.
15.2352 	EXP 	working_memory_cs: status = STARTED
15.2409 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2425 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2429 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2434 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2440 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2447 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2450 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2454 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2461 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2472 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2487 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2503 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2511 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2516 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2522 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2533 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2538 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2545 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2553 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2559 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2562 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2588 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2596 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2609 	DEBUG 	Uploading Texture Font fontname to graphics card
15.2634 	DEBUG 	Upload of Texture Font fontname complete
15.2696 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2701 	DEBUG 	Uploading Texture Font fontname to graphics card
15.2718 	DEBUG 	Upload of Texture Font fontname complete
15.2776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2777 	DEBUG 	Uploading Texture Font fontname to graphics card
15.2794 	DEBUG 	Upload of Texture Font fontname complete
15.2923 	EXP 	Created keyG = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='keyG.png', interpolate=True, mask=None, maskParams=None, name='keyG', opacity=1, ori=0.0, pos=array([-0.25,  0.  ]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
